match_id,side,team_id,account_id,hero_id,hero_name,inferred_position,last_hits,net_worth,gold_per_min,xp_per_min,obs_placed,sen_placed,camps_stacked,rune_pickups,hero_damage,tower_damage,stuns,carry_item_score,offlane_item_score,support_item_score,lane_safe,lane_mid,lane_off,lane,lane_role,lane_bucket,lane_safe,lane_mid,lane_off,is_roaming,carry_item_score,offlane_item_score,support_item_score
8745090204,dire,9467224.0,124801257,48,Luna,pos1,583,27557,680,673,0.0,0.0,0.0,0.0,20830,919,15.899589,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,3.0,1.0,safe,1.0,0.0,0.0,False,1.0,0.6666666666666666,0.3333333333333333
8745090204,dire,9467224.0,301750126,13,Puck,pos2,472,24998,609,721,1.0,1.0,1.0,16.0,25282,313,11.2,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,2.0,2.0,mid,0.0,1.0,0.0,False,0.0,1.0,0.6666666666666666
8745090204,dire,9467224.0,126842529,78,Brewmaster,pos3,317,19496,512,579,0.0,0.0,2.0,5.0,9088,341,46.73342,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,3.0,off,0.0,0.0,1.0,False,0.0,1.0,0.6666666666666666
8745090204,dire,9467224.0,320219866,64,Jakiro,pos4,75,8315,293,422,9.0,19.0,2.0,2.0,16241,2997,33.899193,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,3.0,1.0,safe,1.0,0.0,0.0,False,0.0,0.6666666666666666,0.0
8745090204,dire,9467224.0,256156323,123,Hoodwink,pos5,117,10691,316,431,10.0,19.0,0.0,2.0,15073,0,62.833344,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,1.0,3.0,off,0.0,0.0,1.0,False,0.0,0.3333333333333333,0.6666666666666666
8745090204,radiant,8291895.0,331855530,73,Alchemist,pos1,521,29004,947,907,0.0,0.0,11.0,4.0,12449,21967,22.733583,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,safe,1.0,0.0,0.0,False,1.0,1.0,0.0
8745090204,radiant,8291895.0,93618577,16,Sand King,pos2,441,33801,714,999,2.0,2.0,5.0,11.0,29591,3405,43.299824,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,2.0,2.0,mid,0.0,1.0,0.0,False,0.0,1.0,0.6666666666666666
8745090204,radiant,8291895.0,86698277,155,Largo,pos3,458,32439,675,941,0.0,0.0,2.0,1.0,18989,609,5.4651527,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,off,0.0,0.0,1.0,False,0.0,1.0,0.0
8745090204,radiant,8291895.0,136829091,26,Lion,pos4,43,13854,346,572,16.0,32.0,8.0,3.0,14304,1318,84.23294,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,safe,1.0,0.0,0.0,True,0.0,0.6666666666666666,1.0
8745090204,radiant,8291895.0,346412363,100,Tusk,pos5,109,14544,375,659,3.0,5.0,2.0,2.0,9246,817,25.333326,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,off,0.0,0.0,1.0,False,0.0,1.0,0.0
8745739244,dire,5014799.0,1041276674,109,Terrorblade,pos1,802,43872,885,996,0.0,0.0,2.0,4.0,65639,15685,4.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,3.0,1.0,safe,1.0,0.0,0.0,False,1.0,0.6666666666666666,0.0
8745739244,dire,5014799.0,127530803,120,Pangolier,pos2,425,24561,516,806,2.0,0.0,1.0,6.0,30845,977,51.053844,0.6666666666666666,1.0,0.6666666666666666,0.0,1.0,0.0,2.0,2.0,mid,0.0,1.0,0.0,False,0.6666666666666666,1.0,0.6666666666666666
8745739244,dire,5014799.0,158072796,23,Kunkka,pos3,432,26005,564,698,0.0,0.0,0.0,2.0,30282,1176,76.46714,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,3.0,off,0.0,0.0,1.0,False,0.0,1.0,0.3333333333333333
8745739244,dire,5014799.0,114162163,27,Shadow Shaman,pos4,149,19023,396,571,9.0,19.0,1.0,2.0,13299,4952,151.73428,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,3.0,off,0.0,0.0,1.0,False,0.0,1.0,0.6666666666666666
8745739244,dire,5014799.0,120840516,110,Phoenix,pos5,135,15537,380,574,16.0,32.0,2.0,5.0,27567,244,7.4674816,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,3.0,1.0,safe,1.0,0.0,0.0,False,0.0,0.6666666666666666,1.0
8745739244,radiant,9600141.0,241519559,38,Beastmaster,pos1,610,32513,695,907,0.0,0.0,1.0,2.0,30341,4072,75.900024,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,safe,1.0,0.0,0.0,False,0.0,1.0,0.0
8745739244,radiant,9600141.0,72393079,126,Void Spirit,pos2,432,29460,599,640,2.0,1.0,0.0,22.0,39651,835,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,2.0,2.0,mid,0.0,1.0,0.0,False,0.0,0.0,0.6666666666666666
8745739244,radiant,9600141.0,116249155,99,Bristleback,pos3,518,28129,656,975,0.0,0.0,1.0,4.0,21464,14072,3.2001657,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,3.0,3.0,off,0.0,0.0,1.0,False,0.0,1.0,0.6666666666666666
